review,sentiment
"In his first go as a Hollywood director, Henry Brommell whips an enthralling yarn that is all of penetrating relatable marital issues with melancholic authenticity, and lacing such with an equally absorbing subplot of a father-son hit-man business. The film is directed astutely and consists of a wonderfully put together cast as well as a swift, family-conscious screenplay (also by Brommell) that brings life to an otherwise fatigued genre. As a bonus, 'Panic' delivers subtle, acerbic humoran unexpected, undeniably charming, and very welcome surprisethrough its bumbling, unsure-of-himself, low-key star, whose ever-cool state is enticing, especially given his line of work.<br /><br />The forever-great William H. Macy again captures our hearts as Alex, a unhappy, torn, middle-aged husband and father who finds solace in the most dubious of persons: a young, attractive, equally-messed-up 23-year-old named Sarah (Neve Campbell), whom he meets in the waiting-room at a psychologist's office, where he awaits the therapy of Dr. Josh Parks (John Ritter) to discuss his growing eagerness to quit the family business that his father (Donald Sutherland) built. Alex, whose lust to lead a new life is obstructed by the fear of disappointing his dictating father, strikes an unwise fancy for Sarah, which ultimately leads him to understand the essence and irrefutable responsibility of being a husband to his wife and, more importantly to him, a good father to his six-year-old son, Sammy (played enthusiastically by the endearing David Dorfman).<br /><br />Henry Brommell's brilliant 'Panic' is something of a rarity in Hollywood seldom seen (with the exception of 2002's 'Road to Perdition') since its conception in 2000it weaves two conflicting genres (organized-crime, family drama) into a fascinating, warm hunk of movie-viewing that is evenly strong in either directionand it's one that will maintain its exceptional, infrequent caliber and gleaming sincerity for ages to come.",positive
"After perusing the large amount of comments on this movie it is clear that there are two kinds of science fiction movie-goers. There are the ones who are well read, extremely literate, and intelligent. They know the history of the genre and more importantly they know to what heights it can reach in the hands of a gifted author. For many years science fiction languished in the basement of literature. Considered my most critic to be little more than stories of ray guns and aliens meant for pre-pubescent teenagers. Today's well read fan knows well this history, and knows the great authors Asimov, Heinlein, Bradbury, and Ellison, who helped bring science fiction out of that basement. In doing so they created thought provoking, intelligent stories that stretched the boundaries and redefined the human condition. This well informed fans are critical of anything Hollywood throws at them. They are not critical for it's own sake, but look upon each offering with a skeptical eye. (As they should as Hollywood's record has been less than stellar.) To these fans the story must take supreme importance. They cannot be fooled by flashy computer graphics, and non stop action sequences. When the emperor has no clothes they scream it the loudest.<br /><br />The second type of science fiction movie goer has little knowledge about the written aspect of the genre. (Look at many of the above comments that state ""Well I haven't read the book or anything by this author...) Their total exposure to science fiction is from movies or the Scifi channel. They are extremely uncritical, willing to overlook huge plot holes, weak premises, and thin story lines if they are given a healthy dose of wiz bang action and awesome special effects. They are, in effect, willing to turn off their critical thinking skills (or maybe they never had them!) for the duration of the movie. Case in point, I Robot. While supposedly based on Asimov's short stories and named after one of his novels, it contains little of what Asimov wrote and even less of what he tried to tell us about humanity and our robotic creations. (Those of you that will run out and buy I, Robot will be very much surprised-this movie isn't even based on that story at all!) <br /><br />The film has enormous plot holes, that at some points are stretched to the limits of credulity. I won't point them out. I won't spoon feed you. You need to practice you thinking skills and discover them for yourself. The characters, which are named after many of Asimov's characters, do not possess the critical intelligence that was a hallmark of his stories. The plot itself with all it's action sequences goes against everything that the author stood for. His belief that humanity possesses the capacity to solve problems using their minds, not their fists, is vital to understanding his vision of the future. In short, other than the name, their is very little of Isaac in anything about this movie. There will always be those uncritical (i.e. unthinking) who will state: ""The movie doesn't have to be like the book. Due to the medium, movies sometimes require that changes be made."" But what about a case where the movie never even tried to stay close to the book (or books) from the start? What if all they took from the written work was the title? This begs the question: Why tarnish a great body of work by slapping it's title on your vacuous piece of crap? Save money and don't buy the rights to the works. Title it something else. Don't use the character's names. Believe me no one will accuse you of plagiarism. In fact it won't matter what you title it to the unread moviegoer who accepts everything you throw at him. But it will upset those who read, who think, who are unwilling to simply let you give them a pretty light show. <br /><br />I, Robot, like much of Hollywood's take on the genre, pushes Science fiction back down into that basement it lived in years ago. Hollywood could not do this alone. It takes an uncritical mindless audience that will accept puerile dredge like this.",negative
"One of the few comedic Twilight Zones that's actually really good. We have Floyd The Barber from Andy Griffith Show,The stock in trade Old Geezer dude from Many old westerns,and lovable old Frisby. It also has that cool spacecraft interior that I believe was used in the Sci Fi classic Forbidden Planet.Or else The Day The Earth Stood Sill.Plus the new guys in town are driving an exotic Renault(I think) sports car back in the days when European automobiles were known as ""Foreign Jobs"" in the U.S.. The whole idea of harmonica as weapon is a hoot.And the fact that Frisby's buddies love him despite being the fact he's a total BS artist is a heartwarming moment.",positive
"I was expecting a very funny movie. Instead, I got a movie with a few funny jokes, and many that just didn't work. I didn't like the idea of bringing in Sherlock Holmes' and Moriarty's descendants. It was confusing. It would have been more funny if they just had someone new, instead of Moriarty resurrected. Some of the things were funny. Burt Kwouk was very funny, as always. McCloud on the horse was funny. The McGarrett from Hawaii 5-0 was not even McGarrett-like. Connie Booth obviously is very good with accents. She is from Indiana, but played English and a New Yorker pretty well. Unfortunately, she was not presented much into the script. I was expecting a more funny film. Instead, I got a rather confusing movie with a poor script. Rather ironic, since both Booth and Cleese were together on this one. Maybe they were about to break up in 77.",negative
"This movie is incredibly realistic and I feel does a great justice to the crime that many people do not understand because of a lack of experience. The many people who think they could fathom what goes through a victim's mind are arrogant. As a victim, I feel that Dawson did a fantastic job in her role of Maya. I agree that this is an incredibly brave film. This looks at rape from a different, more realistic standpoint than any other movie I've ever seen on the subject. The end did drag on a bit long, but I know that many victims imagine this kind of justice, since the chances of an attacker being sent to jail for their crime is around 1%. It's good to see a movie that sticks closer to reality than most would dare to.",positive
"'What I Like About You' is definitely a show that I couldn't wait to see each day. Amanda Bynes is such an excellent actress and I grew up watching her show: 'The Amanda Show.' She's a very funny person and seems to be down to earth. ""Holly"" is such a like-able person and has an ""out-there"" personality. I enjoyed how she always seemed to turn things around and upside down, so she messed herself up at times. But that's what made the show so great.<br /><br />I especially loved the show when the character 'Vince' came along. Nick Zano is very HOT and funny, as well as 'Gary', Wesley Jonathan. The whole cast was great, each character had their own personality and charm. Jennie Garth, Allison Munn, and Leslie Grossman were all very interesting. I especially loved 'Lauren'; she's the best! She helped make the show extra funny and you never know what she's gonna do or say next! Overall the show is really nice but the reason I didn't give it a 10 was because there's no more new episodes and because the episodes could've been longer and more deep.",positive
"I am not an artistically inclined individual. I am a science minded woman and I felt that this movie was maybe one of those campy artsy type films on a budget. I watched part of it with my fiancé and my future step daughter. We tried very hard to find something in this film to keep our interest. My fiancé and his daughter voted it off and we moved on to Ocean's 13,but that is another story. Not to be deterred I awoke the next morning and gave the movie another shot. I began again watching this movie in earnest. I just don't get it,I thought I would get it.I thought the funniest part was the flushing of the ashes and the urn finding a spot by the fireplace being used as a vase for what appeared to be dead flowers. Interesting and still it had dead stuff inside. It was an odd and bizarre movie. Maybe this is what they were after,however I won't be tricked a second time!",negative
"-SPOILES- Lame south of the border adventure movie that has something to do with the blackmail of a big cooperate executive Rosenlski the president of Unasco Inc. by on the lamb beachcomber David Ziegler who's living the life of Reilly, or Ziegler, in his beach house in Cancun Mexico.Having this CD, that he gave to his brother James, that has three years of phone conversations between Rosenlski and the President of the United States involved in criminal deals. This CD has given David an edge over the international mobsters who are after him. <br /><br />The fact that James get's a little greedy by trying to shake down Rosenlski for 2 million in diamonds not only cost him his life but put David in danger of losing his as well. Ropsenlski want's to negotiate with David for the CD by getting his ex-wife Liz to talk to him about giving it up, Rosnelski made a deal to pay off her debts if she comes through. David is later killed by Rosenliski's Mexican hit-man Tony, with the help of a great white shark, who just doesn't go for all this peaceful dealings on his boss' part. <br /><br />Tony had taken the CD that Liz left for his boss at a local hotel safe and now want's to murder James, like he did David, and at the same time keep the CD to have something over Rosenlski.<br /><br />David who had secretly hidden the diamonds that James had on him at the time of his murder is now the target of Tony and his men to shut him up for good. David also wants to take the diamonds and at the same time give his boss Rosenlski the impression that the CD that David had is lost but use it later, without Rosenlski knowing who's behind it,to blackmail him. <br /><br />The movie ""Night of the Sharks"" has a number of shark attacks in it with this huge one-eyed white shark who ends up taking out about a half dozen of the cast members including Tony. David who's a firm believer in gun-control uses knives high explosives and Molotov cocktails, as well as his fists, to take out the entire Tony crew. Even the killer shark is finished off by Tony but with a hunting knife, not a gun. When it came to using firearms to save his friend and sidekick Paco a girlfriend Juanita and his priest Father Mattia lives from Tony and his gang guns were a no-no with David; he was more of a knife and spear man then anything else. <br /><br />The ending of the movie was about as predictable as you can make it with David thought to be killed by the one-eyed shark later pops up out of the crowd,after Rosenlski was convinced that he's dead and leaves the village. David continues his life as a free living and loving beachcomber with no one looking to kill him and about two million dollars richer. to David's credit he had his friend Paco give Rosenski back his CD but under the conditions that if anything happened to him his cousin, who Rosenlski doesn't know who and where he is, will shoot his big mouth off and let the whole world know about his dirty and criminal dealings.",negative
"The turning point in ""The Matador"" comes about half through the movie when Danny, an unsophisticated man from Denver, is sitting in the balcony of his Mexico City hotel, enjoying a quiet moment. Someone knocks on his door, and knowing it's Julian, the paid assassin, he refuses to answer. But did he really? <br /><br />Richard Shephard, the director of ""The Matador"", presents us with a character, Julian Noble, who shows no redeemable qualities. In fact, we have already seen him in action, doing what he does best. When Julian meets Danny at the bar of the Camino Real in Mexico City, he spills the beans and tells his new acquaintance what he really does for a living.<br /><br />Danny, who has come to sell his program to a Mexican company, but it seems he is competing against a local outfit that appears to be in the front for getting the contract. Danny is a naive person who falls prey of the charisma and charm doled out by the smarter Julian. It's not until some time later, on a cold winter night that the killer appears at Danny's door asking his friend to repay a favor and accompany him on a trip to Tucson. It's at this point that the secret that binds them together is revealed in an unexpected way.<br /><br />Pierce Brosnan, acting against type, makes a great contribution with his irreverent Julian Noble. Just to watch him walking through the hotel lobby in his Speedo and boots gives the right impression about his character. Greg Kinnear, on the other hand, plays the straight part of this odd couple. Hope Davis appears only in a couple of scenes leaving us to lament why didn't she stay longer. Philip Baker Hall puts an appearance as the liaison between Julian and his assignments.<br /><br />Richard Shephard directs with style working with his own material. The musical score is by Rolfe Kent and the crisp cinematography of David Tattersall enhances everything.",positive
"Those who only remember the late Sir Peter Ustinov as Hercule Poirot or a professional raconteur would do well to seek out this charming piece of late '60s satire. Ustinov stars as a convicted embezzler (we first see him during his last day in gaol where he is preparing the prison governor's tax return) who, sensing that the future is in computers, poses (by means of a deft piece of identity theft) as a computer expert and sets out to infiltrate an American multinational.<br /><br />Ustinov (who co-wrote the script) is on top form, as is the delightful Maggie Smith, here unusually cast as an accident-prone cockney-sparrow dolly bird. Bob Newhart also puts in an amusing performance as a suspicious executive who has designs on Maggie Smith. In addition, Karl Malden is satisfyingly sleazy as Ustinov and Newhart's womanising boss.<br /><br />What do I particularly like about this film? Not only is it a well-thought-out 'caper movie' but it's also a touching little love story; Ustinov and Smith are very convincing as the two misfits stumbling into love (the whole scene involving the deck of cards is particularly effective.)<br /><br />So, what is there not to like? Well, the script is no more computer-literate than most films (that is, hardly at all) even though it captures the feel of late '60s 'big iron' business computing quite well. Also there are a couple of small plot glitches that you're not likely to notice until the second or third viewing, but I consider these to be minor niggles.<br /><br />As I said, this is a film which is well worth seeking out, and after you've seen it once you'll want to see it again at regular intervals.<br /><br />",positive
"Absolutely wonderful drama and Ros is top notch...I highly recommend this movie. Her performance, in my opinion, was Academy Award material! The only real sad fact here is that Universal hasn't seen to it that this movie was ever available on any video format, whether it be tape or DVD. They are ignoring a VERY good movie. But Universal has little regard for its library on DVD, which is sad. If you get the chance to see this somewhere (not sure why it is rarely even run on cable), see it! I won't go into the story because I think most people would rather have an opinion on the film, and too many ""reviewers"" spend hours writing about the story, which is available anywhere.<br /><br />a 10!",positive
"The influence of Hal Hartley in Adrienne Shelly's ""I'll Take You There"" is not overt, but clearly has ties to his work (Shelly has acted in two of Hartley's films). Not only does her film exhibit a very tight narrative, but the hyper-stylized and extreme characters strangely render human emotion in a very real light. Though this film is not ironic on the whole (thank God), the small and subtle ironies that pepper the piece allude to the bitter truths in love and loss. With beautiful cinematography and a soundtrack straight from the seventies, ""I'll See You There"" is a great indie-film that doesn't stoop to postmodern irony when dealing with the woes of love and the reality of human emotion.<br /><br />The film begins with Bill's life falling to pieces. Not only has he sold his best friend Ray a beautiful country home, but his wife Rose has left him in order to join Ray in the retreat. All washed up, Bill wallows in his own gloom and doom until his sister Lucy (played by the director Adrienne Shelly) brings him all kinds of surprises: a self-help book and a ""date"" for her traumatized brother.<br /><br />The unwilling Bill tries to refuse, but the sudden appearance of Bernice at his door leaves him no choice. No doubt Bernice's initially superficial demeanor and ridiculous hairstyle detract from his ability to ""rebound"" with her. However, her pseudo-hippie qualities annoy him so much that he lashes at her on their first date. And Bernice is so traumatized by his derogatory remarks that she attaches herself to him, forcing herself upon him. To what end, we are not aware... except for maybe the fact that she is psycho. (And who better to play the psycho than Ally Sheedy?)<br /><br />Aware that Bill desperately wants to see Rose, Bernice offers her car, but on the condition that he take her somewhere first. On the way, she proceeds to hold Bill prisoner with his own gun (a Pinkerton Detective, no less). An imbroglio of angst, resentment, redemption, passion and violence ensue as Bill and Bernice find themselves on their way to the country home of Ray and Rose... of course, with a few stops along the way.",positive
"When in 1982, ""The Thing"" came out to theaters everywhere, it had a cold reception and very poor box-office results, becoming almost a failure in John Carpenter's career as a horror director; however, time has proved that ""The Thing"" was definitely not a failed project and that the disappointing commercial results were not the film's fault. Nowadays, John Carpenter's ""The Thing"" has gained the appreciation it rightfully deserves and is considered by many horror fans as a horror classic, and not without a reason, as this new version of John W. Campbell, Jr.'s story ""Who Goes There?"" (previously adapted as ""The Thing From Another World"") is closer to the original tale and keeps a pessimistic feeling of dread and high doses of suspense in a masterfully crafted study about paranoia.<br /><br />The plot of ""The Thing"", begins in the winter of 1982 in a U.S. research station located in the remote territories of Antarctica, when the members of the crew notice a Norwegian helicopter coming their way. The two apparently insane pilots of the helicopter are trying to kill a Husky dog who makes its way into the American base. After the Norwegians are killed accidentally, the Americans try to figure out what made them to be insane. Soon they'll discover that the Husky dog the Norwegians were hunting was not a normal dog, but a creature able to mimic every living creature, and not only that, it has a tremendous hunger.<br /><br />Director John Carpenter earned a place in history when in 1978 he directed the seminal slasher ""Halloween"", where suspense and atmosphere were above gore and shock. ""The Thing"" could be seen as an evolution of that style, as even when Carpenter makes great use of Rob Bottin's special effects (which were labeled by critics as ""repulsive"" on its day), the film still focuses more on atmosphere and suspense rather than in the violent (and very well-done) displays of gore. The feeling of loneliness, as well as the ""bad karma"" between the members of the crew increase the feeling of paranoia as anyone could be the Thing, even our main character, R. J. MacReady (Kurt Russell), ending in a situation where nobody can be trusted.<br /><br />This plot element was more faithful to the concept of the source novel, and was blatantly ignored by the previous version (not completely a bad thing, just a big difference), making this version feel less like a remake and more as a new conception of the source novel. Bill Lancaster's script handles the characters with brilliant domain, giving us enough to distinguish them, but not too much to completely trust them, making them an essential factor in the film's haunting feeling of dread that keeps running through the movie. The mystery and the suspense are at the max, as never one can tell who is the Thing and who is normal, enhancing the paranoia and unpredictability of the plot with excellent results.<br /><br />The cast is very effective, and their performances as a whole so effective that one can almost feel the bad feelings between their characters as real. Carpenter's regular collaborator Kurt Russell as MacReady carries the film, and through his eyes we witness the madness and the horror the research station becomes as the situations goes worse. Definitely one of his best performances. Wilford Brimley is also terrific as Dr. Blair, a scientist that goes insane after discovering the Thing's purposes.<br /><br />""The Thing"" is a film so wonderfully crafted that its flaws tend to go unnoticed, although they exist. The most notorious being the very low-key and at times unappropriated score by Ennio Morricone. It's not exactly bad, but it just feels out of place at some scenes and it's not one of the best works by the legendary composer. Also, due to some misshapes with the special effects, some scenes were left out that actually fill some small plot holes, although nothing of big importance or actually annoying.<br /><br />When talking about John Carpenter's films, most people will almost instantly name ""Halloween"" as his favorite film, but personally, I would go with ""The Thing"", as I consider it Carpenter's greatest achievement so far, and one of the most interesting and actually scary horror films ever made. I would go as far as to call it one of the finest films ever made. 10/10",positive
"Here's one you can watch with a straight face, with a script so bad, even Will Ferrell wouldn't be in it.<br /><br />There are two laughs in HOT ROD.<br /><br />1. The Punch-Dance. Rod ""needs to go to his quiet place"" and before anyone can say Kevin Bacon, he is footloosing a passionate, overwrought bodyswerve to the strains of a band who wishes they had the big-hair faux-metal chops of Europe.<br /><br />2. John Farnham's You're The Voice. In one of those epic sequences where the star and his cohorts do The Slomo Walk down Main Street and the townfolk follow on their heels in support, the soundtrack is the gag. How did the film-makers even come across this Aussie recording artist? A major Australian vocalist (and a genuine talent) who shot to fame in the early '70s covering Raindrops Keep Fallin' On My Head, then disappeared until 1986 for The Big Comeback with You're The Voice, John Farnham's anthem is so bewitchingly cheesy, it leveled mountains in Switzerland.<br /><br />Besides these two high points in the film - both ruined anyway with the slipshod writing - the rest of the film is like choking on someone else's vomit.<br /><br />Andy Samberg is Rod, a failed stunt jumper who has never made a jump. Maybe it's got something to do with the fact he's driving a moped into the heart of darkness. Or his fake mustache. Yeh, someone actually thought that was funny.<br /><br />Without one jump under his starry belt, he plans for a 15-bus extravaganza - which would surely kill a lesser bad comedian, like Jason Biggs or Rob Schneider - to win the day and save his stepfather and simultaneously wipe out cancer and whatever... who watches these movies for plot anyway? Along the way (as usual for moronic leads in these comedies), he scores a salubrious chick (Isla Fisher), who must surely be retarded to consider swapping chromosomes with this loser.<br /><br />Sissy Spacek (CARRIE, 1976) has so little to do she almost phoned in her performance - then changed her mind and just hung up. Ian McShane must've lost a bet to be here.",negative
"If you liked Lock, Stock and Two Smoking Barrels, the chances are you'll like this, too. Although I guess a few of the British in-jokes (like calling two London characters Dixon and Winterburn, after Arsenal soccer players) may be lost on some, this is still cracking entertainment, which veritably pumps with vitality.<br /><br />Carlyle, Miller and Tyler are all excellent, bringing depth to their characters, and the interplay between the two protagonists is always well-judged. In fact Scott's direction is very assured, considering that this is his first feature film, and proves that he has his father's talent for putting us at ease in unfamiliar surroundings.<br /><br />Hell, I've convinced myself. I'm gonna see it again!",positive
"don't expect much from this film. In many ways this film resembles a film that Doris Day starred in in 1956,title, Julie. In this film Doris,who was a flight attendant,stewardess,in those days,landed the air craft after her derange husband,played by Louis Jordan shot the captain. She did a far better job,more convincing,than Kim Ojah,who took control of a 747 and manage to land it without much help from the control tower. I know a little about 747 aircraft,i use to be a flight attendant myself. Like i said,do not expect much from this film,it was done on a cheap budget. The producers were to cheap to use a plane with the name of a airline on it. Oceanic is one name that several movies have used. The only writing on this plane was the name of the company that made the aircraft.",negative
"PROM NIGHT (2008)<br /><br />directed by: Nelson McCormick<br /><br />starring: Brittany Snow, Scott Porter, Jessica Stroup, and Dana Davis<br /><br />plot: Three years ago, Donna (Brittany Snow) witnessed the death of her entire family at the hands of her teacher (Jonathan Schaech) who has a bit of a crush on her. Now, she is preparing for her senior prom with her stupid annoying friends. Once there, they start dying one by one because the killer escaped from prison and no one bothered to warn Donna because apparently her prom is too important to interrupt. <br /><br />pros: I got a few good laughs out of the film due to the terrible dialog and the dumb character moves.<br /><br />An example:<br /><br />Everyone decides not to tell Donna that the man who is oddly obsessed with her (she doesn't seem that great) has escaped from prison. Their reason: They don't want to embarrass her in front of all her friends. LOL<br /><br />cons: Let me start off by saying I'm a huge slasher fan. Usually I can have fun with even the bad ones. I even like some PG-13 horror films. TOURIST TRAP (1979), one of my favorites, was originally rated PG. I also enjoy POLTERGEIST (1982) and THE GRUDGE (2004). So the fact that this is a dumb slasher film that is rated PG-13 does not have anything to do with me not enjoying the movie.<br /><br />First of all, I had a big problem with the story. I like slasher films that don't even have stories. At least they can be entertaining. This is about a teacher who falls in love with his student, so he kills her entire family. A few years later, he tries to make it up to her by ruining her prom and killing all of her friends ...? Then there were subplots that I doubt anyone cared about. Claire (Jessica Stroup) is fighting with her boyfriend, she has cramps, and I couldn't care less. This should have been a Lifetime feature, not a remake of PROM NIGHT. <br /><br />And then ... this is a slasher film with terrible death scenes. I don't even care that it's not that gory, some of my favorite slashers (HALLOWEEN, CURTAINS, the original PROM NIGHT) were not that gory but they still had effective murders. Here, we have half the characters dying in the same hotel room off screen, a woman being stabbed several times with no stab wounds, and a closeup on a bad actor's face as he screams in agony. I'm sure that 10 year-old girls were terrified, but not me.<br /><br />I also hated the characters. There was Donna's unrealistically sensitive boyfriend Bobby (Scott Porter) and I can almost guarantee you will never meet a boyfriend that sensitive in your life, unless you are a gay male. Then we had Donna's annoying friends Claire (Stroup) and Lisa (Dana Davis), and the token mean girl Chrissy (Brianne Davis). If you thought the characters in DEATH PROOF were annoying, try watching this movie. And don't get me started on Ronnie (Collins Pennie) and the DJ (Jay Phillips) who gave me flashbacks to Usher's performance in SHE'S ALL THAT.<br /><br />Add to all that predictable plot turns, a terrible soundtrack and a big lack of respect to the original material, and you have quite a stinker.",negative
"The is one of the worst spoofs I have ever seen. For one main reason: IT ISN'T FUNNY! I laughed a handful of times. The acting is bad, the script is worse. And why those guys had baby pacfiers in their hair I will never know. And you can tell this didn't have much of a budget to work with and it openly hurts the film. They had a good idea going in some parts but it never really came to past. And what was the point about the lead being older than his Dad? 3 out of 10",negative
"A convict serving time comes forward to give the Cold Case unit information about the murder of a policeman, committed years before. The murder of Sean Cooper, a good cop, was never solved. Naturally, the detectives believe the new evidence will help them put together all the pieces of the puzzle that frustrated their colleagues.<br /><br />In flashbacks we are taken to the baptism of James Bruno's baby. Sean and Jimmy were partners. There is tension as Sean, who is the godfather, arrives disheveled and late for the rite. Eileen Bruno doesn't appear to be happy being there. The real mystery is revealed by her. She caught Sean, who was drinking with Jimmy in the backyard, kiss her husband, and more shocking yet, Jimmy responding willingly.<br /><br />Somehow at the station the partners become the center of gossip. Sean has not endeared himself to his superior because he discovered the involvement with a criminal in his area who controlled the drug business. Sean realizes this man is in with the drug strong man because he always makes an excuse to free the scum bags Sean and Jimmy haul into the station all the time. The pressure is too much on Jimmy. Sean is comfortable in his homosexuality and wants to be honest about it. Cooper's own father doesn't want anything to do with a queer son. Even his superior McCree wants him out of his jurisdiction, but the case is complicated because Cooper comes from a long line of Irish men serving in the police force. Sean is killed because his homosexual condition, and for knowing too much on his peers' involvement in taking dirty money.<br /><br />Tom Petit wrote this honest portrayal of the life of a police officer in the closet and his secret love with another fellow cop. We thought it was a frank account of a serious matter no one talked about in those days. Sometimes the people involved with the show, fearing reprisals from sponsors, or the networks, don't dare to present these real situations. Jeannot Szwarc, shows a sensitive approach to this thorny issue, which is dealt without the sensationalism the case might have been shown with a different team.<br /><br />There is a rare Chad Everett appearance as the older Jimmy Bruno. His take is right on target with a touch of sentimentality that doesn't get out of hand. Shane Johnson makes an excellent contribution to the show as Sean Cooper. The cast is marvelous and it includes good all around performances from everyone under Mr. Szwarc's direction.<br /><br />In this episode, Nick Vera, gets closer to his neighbor, the mother of the basketball player the detective took his ball away. Nick is heading for romance with the woman!",positive
"Ayone who whines about how this movie was crap or that it had no plot must have been looking for ""Jean de Florrette"". HELLO! this film was made to be a random act of comedy and in no way involves a plot in any way shape or form. I would also like to remind these whiners that if you are going to flay the crap out of this film that they seem to be missing the point. This film is clearly made for people who don't appreciate the so called ""american humour"" which seems to me just a pile of smutty crap. The point is everyone has an opinion and you should be a bit more appreciative that some peoples sense of humour may not be in line with your own before shooting your mouth off.<br /><br />Thankyou",positive
"Sex,Drugs,Rock & Roll is without a doubt the worst product of Western Civilization. The monologues are both uninteresting and pointless In the rare monologue that captures the audience's attention it is quickly lost through overly long repetition and unnecessary additions (The Hells Angels at McDonalds comes to mind) I guess Bogosian's one man show needed some filler material to give a length that he thought justified the price of admission.<br /><br />I would rather sleep with my aunt and be hung upside down and drained of my blood than see Sex,Drugs,Rock & Roll again.",negative
"36. THE HOSPITAL (comedy, 1971) A series of emergencies has gripped Manhattan Hospital. Patients are dying left and right due to overcrowded conditions, and a ineptitude staff. When a resident doctor is caught up in the death count the chief medical examiner, Dr. Bock (George C. Scott), is called in to investigate. Having worked as a doctor for too many years, and going through a mid-life crisis of his own, Dr. Bock finds the going tough. He decides to commit suicide. But then he meets Barbara (Diana Rigg), a young-hippie beauty. Whose keen insights on life help the depressed Bock.<br /><br />Critique: Black comedy features a 'tour-de-force' performance from veteran actor George C. Scott. He's good at playing high-strung, serious characters whose strict morals are severely tested. First half of the film unfolds like a melodrama, giving a pretty good account of hospital life, and the shambles they sometimes are. But then, as things look set for a dramatic climax it skews into slapstick comedy. If Paddy Chayefsky's script had maintained its dramatic feel I wonder if Scott would've walked out with another best Actor Oscar (he had previously won it, 'in-absentia', the year before). His breakdown (suicide) scene is one of the most gut-wrenchingly real in cinema history.<br /><br />QUOTE: Dr. Bock: "". . .last night I sat in my hotel room reviewing the shambles of my life and contemplating suicide. I said 'no Bock don't do it. You're a doctor, a healer, you're a necessary person, you're life is meaningful'. Then. . .I find out that one of my doctors was killed by a couple of nurses. . .how am I to sustain my feeling of meaningfulness in the face of this?""",positive
"Our story: Two U.S. Navy deep sea divers search for silver coins hidden beneath the ocean off the Filipino coast. Our proof: Extremely dull entertainment at its best, with no plot in sight. Jim Brown is completely wasted, provided his help in producing this 70s war turkey. Richard Jaeckel is in his usual form. Don Cornelius and Richard Pryor are among those who gave special thanks in their contributions! BOMBS AWAY!!!",negative
"Definitely a movie for people who ask only to be entertained and who do not over-think their movies. <br /><br />Lots of action, lots of great dialogue (e.g. fun to quote), a little intrigue, and stuff blowing up all over the place. Samuel L Jackson and Geena Davis had great chemistry. Violent, but not gory. The fact that the female part was the competent action lead is a pleasant turn-about.<br /><br />Have seen the movie more than a dozen times and still enjoy it enough to put it back in my favorite films rotation every 3 or 4 months. I initially rented the movie because Samuel L Jackson was in the film, but was caught up in the events surrounding Samantha's quest to regain her memory and have never looked back.<br /><br />All you cerebral folks out there -- suspend disbelief for once, take yourself a little less seriously -- you might actually enjoy yourselves!",positive
"About your terrible movie copying Beethoven. As a professional musician it's my duty to watch every movie made about any composer and Beethoven is one of my favorites. When Hungarians and Americans meet, it's a terrible combination of empty over the top emotions combined with the worst taste possible. You proved it in your terrible b-movie. The only thing that carries the movie is the music. Of course you didn't bother to look further than the good but in my taste contrived performances of the Tackacs quartet, but OK I have to admit that the performances at least have quality as contrast to the movie you've made. It starts of with the dying DEAF Beethoven who perfectly understands Anna who is merely whispering. Beethoven's hearing during the movie get's better by the minute, but that must be because of some vague divine thing. Then there is the quite impossible semi-pornographic ""eyes wide shut"" double-conducting scene which is totally over the top with the luscious Anna and the crying nephew in the end (who also cries in the deleted scenes with constant red eyes, my GOD what a performance). And as culmination the rip-off from Amadeus, with Beethoven dictating music to Anna not in notes but in total nonsense, which she understands perfectly but no-one else in your audience even trained professional musicians will understand. Of course your reaction will be that negative response is a response at least, but I can assure you that Beethoven himself is turning in his grave because of your worthless creation and with reason. This so called homage is blasphemy and I am so sorry to have rented one of the worst movies ever made even though it's about my favorite subject. Ed Harris and others, you cannot comprehend the greatness of Beethoven in your wildest dreams and certainly not after a couple of lessons in conducting and violin playing. That's the trouble with you Americans: you think you can grasp everything even when it takes a lifetime of hard work. Yeah we can do it anyway! Remember that a good product comes with hard labor, talent, devotion and professionalism. All these you creators of Copying Beethoven lack. See you in kindergarten.",negative
